-2.460470248860264220e-01,1.191421605604769118e-01
1.191421605604769118e-01,-2.879906486698471380e-01
-2.879906486698471380e-01,-6.414920556013000708e-01
-6.414920556013000708e-01,-3.862380017705612234e-01
-3.862380017705612234e-01,-1.656070912993456157e-01
-1.656070912993456157e-01,-9.374909695867035264e-01
-9.374909695867035264e-01,-6.214744964386720305e-02
-6.214744964386720305e-02,2.106550121580768931e+00
2.106550121580768931e+00,1.790627278503034159e+00
1.790627278503034159e+00,-8.350851031039540073e-01
-8.350851031039540073e-01,-1.002074551707584416e+00
-1.002074551707584416e+00,9.525594746343540864e-02
9.525594746343540864e-02,9.713861130911489727e-01
9.713861130911489727e-01,1.240146781148158794e+00
1.240146781148158794e+00,1.878614339781779830e+00
1.878614339781779830e+00,1.252229117489471300e+00
1.252229117489471300e+00,-6.084751188151728274e-02
-6.084751188151728274e-02,-1.703936845720335214e+00
-1.703936845720335214e+00,-2.790444943808505052e+00
-2.790444943808505052e+00,-6.003842552788525300e-01
-6.003842552788525300e-01,2.030273524320616474e+00
2.030273524320616474e+00,1.240469856261115833e+00
1.240469856261115833e+00,-1.193017079825123616e+00
-1.193017079825123616e+00,-1.557793696612151946e+00
-1.557793696612151946e+00,-2.483839071282929467e+00
-2.483839071282929467e+00,8.469565305979942504e-01
8.469565305979942504e-01,-5.992520277460890998e-01
-5.992520277460890998e-01,-1.744609532317121126e+00
-1.744609532317121126e+00,-1.914998346015560071e-01
-1.914998346015560071e-01,3.401771949540128293e-01
3.401771949540128293e-01,1.399437703744653483e+00
1.399437703744653483e+00,1.171034571576072825e+00
1.171034571576072825e+00,-4.358596461043047765e-01
-4.358596461043047765e-01,-7.397352003607881032e-01
-7.397352003607881032e-01,-2.536137486237138861e-01
-2.536137486237138861e-01,-5.862652412324568241e-01
-5.862652412324568241e-01,-3.839236125401733757e-01
-3.839236125401733757e-01,-9.832838437091233619e-01
-9.832838437091233619e-01,-1.569243631433691499e+00
-1.569243631433691499e+00,9.834537356819574860e-01
9.834537356819574860e-01,2.048773783641293811e+00
2.048773783641293811e+00,7.568043250725206006e-01
7.568043250725206006e-01,-1.178602894939517753e+00
-1.178602894939517753e+00,1.138680332554117935e+00
1.138680332554117935e+00,-1.221385496255794179e+00
-1.221385496255794179e+00,-3.185019801164862274e-01
-3.185019801164862274e-01,3.474402630074549525e-01
3.474402630074549525e-01,1.027331583085129729e+00
1.027331583085129729e+00,1.295488403650007836e+00
1.295488403650007836e+00,6.563683281983418993e-01
6.563683281983418993e-01,5.618948530443678147e-01
5.618948530443678147e-01,5.552270359343688400e-01
5.552270359343688400e-01,1.483014673075951639e-01
1.483014673075951639e-01,1.111171522925267663e+00
1.111171522925267663e+00,8.827764855062982807e-01
8.827764855062982807e-01,-1.245170351081517079e+00
-1.245170351081517079e+00,-2.795428124596589292e+00
-2.795428124596589292e+00,-1.337997479043930404e+00
-1.337997479043930404e+00,3.494471008009618074e-01
3.494471008009618074e-01,1.565260763342560812e-01
1.565260763342560812e-01,3.610599209567175172e-01
3.610599209567175172e-01,3.767319910598152521e-01
3.767319910598152521e-01,-2.805670979066480220e-01
-2.805670979066480220e-01,2.521437258287203553e-01
2.521437258287203553e-01,-6.632936560833060380e-01
-6.632936560833060380e-01,9.704737862096746159e-01
9.704737862096746159e-01,1.374322049751672381e+00
1.374322049751672381e+00,4.944052295420482968e-01
4.944052295420482968e-01,-5.318577968687552282e-01
-5.318577968687552282e-01,6.813009929381197427e-01
6.813009929381197427e-01,8.923135757403162227e-01
8.923135757403162227e-01,-5.823353769772613431e-01
-5.823353769772613431e-01,-1.395321071594166407e+00
-1.395321071594166407e+00,5.020431346928255767e-01
